Timestamp,Bren Hall HVAC Elec Meter hvac elec power
2023-07-18T17:00:00-07:00 Los_Angeles,25.90666627883911kW
2023-07-18T18:00:00-07:00 Los_Angeles,25.86199951171875kW
2023-07-18T19:00:00-07:00 Los_Angeles,24.689499855041504kW
2023-07-18T20:00:00-07:00 Los_Angeles,22.98099946975708kW
2023-07-18T21:00:00-07:00 Los_Angeles,21.975999355316162kW
2023-07-18T22:00:00-07:00 Los_Angeles,17.888999462127686kW
2023-07-18T23:00:00-07:00 Los_Angeles,8.810499906539917kW
2023-07-19T00:00:00-07:00 Los_Angeles,9.067333221435547kW
2023-07-19T01:00:00-07:00 Los_Angeles,8.62066638469696kW
2023-07-19T02:00:00-07:00 Los_Angeles,8.989166378974915kW
2023-07-19T03:00:00-07:00 Los_Angeles,9.257166385650635kW
2023-07-19T04:00:00-07:00 Los_Angeles,9.089666843414307kW
2023-07-19T05:00:00-07:00 Los_Angeles,9.156666994094849kW
2023-07-19T06:00:00-07:00 Los_Angeles,9.279500007629395kW
2023-07-19T07:00:00-07:00 Los_Angeles,27.16849970817566kW
2023-07-19T08:00:00-07:00 Los_Angeles,26.38683271408081kW
2023-07-19T09:00:00-07:00 Los_Angeles,24.10883331298828kW
2023-07-19T10:00:00-07:00 Los_Angeles,25.09149980545044kW
2023-07-19T11:00:00-07:00 Los_Angeles,25.727999687194824kW
2023-07-19T12:00:00-07:00 Los_Angeles,26.0853328704834kW
2023-07-19T13:00:00-07:00 Los_Angeles,25.15850019454956kW
2023-07-19T14:00:00-07:00 Los_Angeles,23.919000148773193kW
2023-07-19T15:00:00-07:00 Los_Angeles,24.10883331298828kW
2023-07-19T16:00:00-07:00 Los_Angeles,24.43266725540161kW
2023-07-19T17:00:00-07:00 Los_Angeles,25.326000213623047kW
2023-07-19T18:00:00-07:00 Los_Angeles,25.694499969482422kW
2023-07-19T19:00:00-07:00 Los_Angeles,24.365666389465332kW
2023-07-19T20:00:00-07:00 Los_Angeles,23.137332916259766kW
2023-07-19T21:00:00-07:00 Los_Angeles,22.098833084106445kW
2023-07-19T22:00:00-07:00 Los_Angeles,16.97333288192749kW
2023-07-19T23:00:00-07:00 Los_Angeles,9.96066665649414kW
2023-07-20T00:00:00-07:00 Los_Angeles,9.212499499320984kW
2023-07-20T01:00:00-07:00 Los_Angeles,9.379999876022339kW
2023-07-20T02:00:00-07:00 Los_Angeles,9.714999914169312kW
2023-07-20T03:00:00-07:00 Los_Angeles,8.866333246231079kW
2023-07-20T04:00:00-07:00 Los_Angeles,9.41349983215332kW
2023-07-20T05:00:00-07:00 Los_Angeles,8.788166522979736kW
2023-07-20T06:00:00-07:00 Los_Angeles,9.435833215713501kW
2023-07-20T07:00:00-07:00 Los_Angeles,25.1361665725708kW
2023-07-20T08:00:00-07:00 Los_Angeles,25.683332920074463kW
2023-07-20T09:00:00-07:00 Los_Angeles,24.84583330154419kW
2023-07-20T10:00:00-07:00 Los_Angeles,24.678333282470703kW
2023-07-20T11:00:00-07:00 Los_Angeles,24.767666816711426kW
2023-07-20T12:00:00-07:00 Los_Angeles,24.85699987411499kW
2023-07-20T13:00:00-07:00 Los_Angeles,24.175832748413086kW
2023-07-20T14:00:00-07:00 Los_Angeles,24.756499767303467kW
2023-07-20T15:00:00-07:00 Los_Angeles,23.77383279800415kW
2023-07-20T16:00:00-07:00 Los_Angeles,23.86316680908203kW
2023-07-20T17:00:00-07:00 Los_Angeles,26.029499530792236kW
2023-07-20T18:00:00-07:00 Los_Angeles,27.012166023254395kW
2023-07-20T19:00:00-07:00 Los_Angeles,25.962499141693115kW
2023-07-20T20:00:00-07:00 Los_Angeles,23.58400011062622kW
2023-07-20T21:00:00-07:00 Los_Angeles,22.23283290863037kW
2023-07-20T22:00:00-07:00 Los_Angeles,17.25250005722046kW
2023-07-20T23:00:00-07:00 Los_Angeles,9.93833327293396kW
2023-07-21T00:00:00-07:00 Los_Angeles,9.681499719619751kW
2023-07-21T01:00:00-07:00 Los_Angeles,9.37999939918518kW
2023-07-21T02:00:00-07:00 Los_Angeles,9.257166385650635kW
2023-07-21T03:00:00-07:00 Los_Angeles,8.765832901000977kW
2023-07-21T04:00:00-07:00 Los_Angeles,8.933332920074463kW
2023-07-21T05:00:00-07:00 Los_Angeles,9.37999963760376kW
2023-07-21T06:00:00-07:00 Los_Angeles,9.268333315849304kW
2023-07-21T07:00:00-07:00 Los_Angeles,24.78999972343445kW
2023-07-21T08:00:00-07:00 Los_Angeles,25.86199951171875kW
2023-07-21T09:00:00-07:00 Los_Angeles,23.77383279800415kW
2023-07-21T10:00:00-07:00 Los_Angeles,24.35449981689453kW
2023-07-21T11:00:00-07:00 Los_Angeles,23.963666915893555kW
2023-07-21T12:00:00-07:00 Los_Angeles,23.628666877746582kW
2023-07-21T13:00:00-07:00 Los_Angeles,23.416500091552734kW
2023-07-21T14:00:00-07:00 Los_Angeles,25.247833251953125kW
2023-07-21T15:00:00-07:00 Los_Angeles,24.008333206176758kW
2023-07-21T16:00:00-07:00 Los_Angeles,23.81849956512451kW
2023-07-21T17:00:00-07:00 Los_Angeles,25.448833465576172kW
2023-07-21T18:00:00-07:00 Los_Angeles,26.15233325958252kW
2023-07-21T19:00:00-07:00 Los_Angeles,24.84583330154419kW
2023-07-21T20:00:00-07:00 Los_Angeles,22.802332878112793kW
2023-07-21T21:00:00-07:00 Los_Angeles,21.47349977493286kW
2023-07-21T22:00:00-07:00 Los_Angeles,18.2909996509552kW
2023-07-21T23:00:00-07:00 Los_Angeles,8.88866662979126kW
2023-07-22T00:00:00-07:00 Los_Angeles,9.12316644191742kW
2023-07-22T01:00:00-07:00 Los_Angeles,9.111999869346619kW
2023-07-22T02:00:00-07:00 Los_Angeles,8.899832963943481kW
2023-07-22T03:00:00-07:00 Los_Angeles,8.60949993133545kW
2023-07-22T04:00:00-07:00 Los_Angeles,9.111999750137329kW
2023-07-22T05:00:00-07:00 Los_Angeles,9.15666675567627kW
2023-07-22T06:00:00-07:00 Los_Angeles,9.368833065032959kW
2023-07-22T07:00:00-07:00 Los_Angeles,9.603333234786987kW
2023-07-22T08:00:00-07:00 Los_Angeles,10.094666719436646kW
2023-07-22T09:00:00-07:00 Los_Angeles,8.933333277702332kW
2023-07-22T10:00:00-07:00 Los_Angeles,9.770833253860474kW
2023-07-22T11:00:00-07:00 Los_Angeles,10.362666368484497kW
2023-07-22T12:00:00-07:00 Los_Angeles,10.641833305358887kW
2023-07-22T13:00:00-07:00 Los_Angeles,9.625666499137878kW
2023-07-22T14:00:00-07:00 Los_Angeles,9.569833040237427kW
2023-07-22T15:00:00-07:00 Los_Angeles,9.290666341781616kW
2023-07-22T16:00:00-07:00 Los_Angeles,9.692666292190552kW
2023-07-22T17:00:00-07:00 Los_Angeles,9.312999725341797kW
2023-07-22T18:00:00-07:00 Los_Angeles,9.536333084106445kW
2023-07-22T19:00:00-07:00 Los_Angeles,9.502833127975464kW
2023-07-22T20:00:00-07:00 Los_Angeles,9.893666505813599kW
2023-07-22T21:00:00-07:00 Los_Angeles,8.821666479110718kW
2023-07-22T22:00:00-07:00 Los_Angeles,9.40233302116394kW
2023-07-22T23:00:00-07:00 Los_Angeles,9.480499744415283kW
2023-07-23T00:00:00-07:00 Los_Angeles,8.821666717529297kW
2023-07-23T01:00:00-07:00 Los_Angeles,9.312999725341797kW
2023-07-23T02:00:00-07:00 Los_Angeles,8.776999950408936kW
2023-07-23T03:00:00-07:00 Los_Angeles,9.111999750137329kW
2023-07-23T04:00:00-07:00 Los_Angeles,8.687666416168213kW
2023-07-23T05:00:00-07:00 Los_Angeles,9.13433313369751kW
2023-07-23T06:00:00-07:00 Los_Angeles,8.3638334274292kW
2023-07-23T07:00:00-07:00 Los_Angeles,8.419666409492493kW
2023-07-23T08:00:00-07:00 Los_Angeles,9.15666675567627kW
2023-07-23T09:00:00-07:00 Los_Angeles,8.89983320236206kW
2023-07-23T10:00:00-07:00 Los_Angeles,9.324166417121887kW
2023-07-23T11:00:00-07:00 Los_Angeles,9.089666485786438kW
2023-07-23T12:00:00-07:00 Los_Angeles,9.592166423797607kW
2023-07-23T13:00:00-07:00 Los_Angeles,9.13433313369751kW
2023-07-23T14:00:00-07:00 Los_Angeles,9.100833177566528kW
2023-07-23T15:00:00-07:00 Los_Angeles,8.776999831199646kW
2023-07-23T16:00:00-07:00 Los_Angeles,8.989166617393494kW
2023-07-23T17:00:00-07:00 Los_Angeles,8.788166284561157kW
2023-07-23T18:00:00-07:00 Los_Angeles,9.100833177566528kW
2023-07-23T19:00:00-07:00 Los_Angeles,8.587166547775269kW
2023-07-23T20:00:00-07:00 Los_Angeles,8.88866651058197kW
2023-07-23T21:00:00-07:00 Los_Angeles,8.955666542053223kW
2023-07-23T22:00:00-07:00 Los_Angeles,8.442000031471252kW
2023-07-23T23:00:00-07:00 Los_Angeles,8.497833251953125kW
2023-07-24T00:00:00-07:00 Los_Angeles,7.984166741371155kW
2023-07-24T01:00:00-07:00 Los_Angeles,8.341499924659729kW
2023-07-24T02:00:00-07:00 Los_Angeles,8.185166716575623kW
2023-07-24T03:00:00-07:00 Los_Angeles,8.575999855995178kW
2023-07-24T04:00:00-07:00 Los_Angeles,8.508999705314636kW
2023-07-24T05:00:00-07:00 Los_Angeles,8.598333239555359kW
2023-07-24T06:00:00-07:00 Los_Angeles,8.86633312702179kW
2023-07-24T07:00:00-07:00 Los_Angeles,28.597832202911377kW
2023-07-24T08:00:00-07:00 Los_Angeles,28.430333614349365kW
2023-07-24T09:00:00-07:00 Los_Angeles,25.526999950408936kW
2023-07-24T10:00:00-07:00 Los_Angeles,26.196999549865723kW
2023-07-24T11:00:00-07:00 Los_Angeles,26.219332695007324kW
2023-07-24T12:00:00-07:00 Los_Angeles,25.38183355331421kW
2023-07-24T13:00:00-07:00 Los_Angeles,25.38183307647705kW
2023-07-24T14:00:00-07:00 Los_Angeles,25.716833114624023kW
2023-07-24T15:00:00-07:00 Los_Angeles,26.47616672515869kW
2023-07-24T16:00:00-07:00 Los_Angeles,25.225499629974365kW
2023-07-24T17:00:00-07:00 Los_Angeles,25.89549970626831kW
2023-07-24T18:00:00-07:00 Los_Angeles,26.476166248321533kW
2023-07-24T19:00:00-07:00 Los_Angeles,24.28749942779541kW
2023-07-24T20:00:00-07:00 Los_Angeles,22.556666374206543kW
2023-07-24T21:00:00-07:00 Los_Angeles,21.808499813079834kW
2023-07-24T22:00:00-07:00 Los_Angeles,17.531666040420532kW
2023-07-24T23:00:00-07:00 Los_Angeles,9.257166624069214kW
2023-07-25T00:00:00-07:00 Los_Angeles,8.564833283424377kW
2023-07-25T01:00:00-07:00 Los_Angeles,8.765833258628845kW
2023-07-25T02:00:00-07:00 Los_Angeles,8.285666584968567kW
2023-07-25T03:00:00-07:00 Los_Angeles,8.855166673660278kW
2023-07-25T04:00:00-07:00 Los_Angeles,8.263333201408386kW
2023-07-25T05:00:00-07:00 Los_Angeles,8.553666710853577kW
2023-07-25T06:00:00-07:00 Los_Angeles,8.508999824523926kW
2023-07-25T07:00:00-07:00 Los_Angeles,27.23550009727478kW
2023-07-25T08:00:00-07:00 Los_Angeles,28.80999994277954kW
2023-07-25T09:00:00-07:00 Los_Angeles,26.386832237243652kW
2023-07-25T10:00:00-07:00 Los_Angeles,27.76033306121826kW
2023-07-25T11:00:00-07:00 Los_Angeles,26.453832626342773kW
2023-07-25T12:00:00-07:00 Los_Angeles,27.079166412353516kW
2023-07-25T13:00:00-07:00 Los_Angeles,26.744166374206543kW
2023-07-25T14:00:00-07:00 Los_Angeles,27.280166625976562kW
2023-07-25T15:00:00-07:00 Los_Angeles,27.63749933242798kW
2023-07-25T16:00:00-07:00 Los_Angeles,27.335999488830566kW
2023-07-25T17:00:00-07:00 Los_Angeles,28.98866605758667kW
2023-07-25T18:00:00-07:00 Los_Angeles,29.736833095550537kW
2023-07-25T19:00:00-07:00 Los_Angeles,28.709500312805176kW
2023-07-25T20:00:00-07:00 Los_Angeles,26.308666706085205kW
2023-07-25T21:00:00-07:00 Los_Angeles,25.58283233642578kW
2023-07-25T22:00:00-07:00 Los_Angeles,20.691833019256592kW
2023-07-25T23:00:00-07:00 Los_Angeles,9.368833184242249kW
2023-07-26T00:00:00-07:00 Los_Angeles,9.279499769210815kW
2023-07-26T01:00:00-07:00 Los_Angeles,9.14549994468689kW
2023-07-26T02:00:00-07:00 Los_Angeles,9.067333221435547kW
2023-07-26T03:00:00-07:00 Los_Angeles,8.63183307647705kW
2023-07-26T04:00:00-07:00 Los_Angeles,8.899833083152771kW
2023-07-26T05:00:00-07:00 Los_Angeles,8.676500082015991kW
2023-07-26T06:00:00-07:00 Los_Angeles,8.39733338356018kW
2023-07-26T07:00:00-07:00 Los_Angeles,28.26283359527588kW
2023-07-26T08:00:00-07:00 Los_Angeles,30.116498947143555kW
2023-07-26T09:00:00-07:00 Los_Angeles,27.48116636276245kW
2023-07-26T10:00:00-07:00 Los_Angeles,27.648666858673096kW
2023-07-26T11:00:00-07:00 Los_Angeles,29.457666397094727kW
2023-07-26T12:00:00-07:00 Los_Angeles,28.943999767303467kW
2023-07-26T13:00:00-07:00 Los_Angeles,28.028332710266113kW
2023-07-26T14:00:00-07:00 Los_Angeles,28.74299955368042kW
2023-07-26T15:00:00-07:00 Los_Angeles,28.162333011627197kW
2023-07-26T16:00:00-07:00 Los_Angeles,27.894333362579346kW
2023-07-26T17:00:00-07:00 Los_Angeles,28.798832893371582kW
2023-07-26T18:00:00-07:00 Los_Angeles,29.915499687194824kW
2023-07-26T19:00:00-07:00 Los_Angeles,29.05566692352295kW
2023-07-26T20:00:00-07:00 Los_Angeles,26.63249969482422kW
2023-07-26T21:00:00-07:00 Los_Angeles,26.029500007629395kW
2023-07-26T22:00:00-07:00 Los_Angeles,20.3791663646698kW
2023-07-26T23:00:00-07:00 Los_Angeles,9.446999788284302kW
2023-07-27T00:00:00-07:00 Los_Angeles,9.614499807357788kW
2023-07-27T01:00:00-07:00 Los_Angeles,9.257166624069214kW
2023-07-27T02:00:00-07:00 Los_Angeles,9.212500095367432kW
2023-07-27T03:00:00-07:00 Los_Angeles,8.430833220481873kW
2023-07-27T04:00:00-07:00 Los_Angeles,9.290666580200195kW
2023-07-27T05:00:00-07:00 Los_Angeles,8.799333214759827kW
2023-07-27T06:00:00-07:00 Los_Angeles,9.346499681472778kW
2023-07-27T07:00:00-07:00 Los_Angeles,26.37566566467285kW
2023-07-27T08:00:00-07:00 Los_Angeles,30.32866621017456kW
2023-07-27T09:00:00-07:00 Los_Angeles,28.251667022705078kW
2023-07-27T10:00:00-07:00 Los_Angeles,28.374499797821045kW
2023-07-27T11:00:00-07:00 Los_Angeles,28.51966667175293kW
2023-07-27T12:00:00-07:00 Los_Angeles,28.419166564941406kW
2023-07-27T13:00:00-07:00 Los_Angeles,28.575499057769775kW
2023-07-27T14:00:00-07:00 Los_Angeles,28.821166038513184kW
2023-07-27T15:00:00-07:00 Los_Angeles,28.017166137695312kW
2023-07-27T16:00:00-07:00 Los_Angeles,27.335999965667725kW
2023-07-27T17:00:00-07:00 Los_Angeles,28.609000205993652kW
2023-07-27T18:00:00-07:00 Los_Angeles,29.357166290283203kW
2023-07-27T19:00:00-07:00 Los_Angeles,28.27400016784668kW
2023-07-27T20:00:00-07:00 Los_Angeles,27.347166538238525kW
2023-07-27T21:00:00-07:00 Los_Angeles,26.811165809631348kW
2023-07-27T22:00:00-07:00 Los_Angeles,21.305999755859375kW
2023-07-27T23:00:00-07:00 Los_Angeles,10.831666469573975kW
2023-07-28T00:00:00-07:00 Los_Angeles,9.759666681289673kW
2023-07-28T01:00:00-07:00 Los_Angeles,9.625666618347168kW
2023-07-28T02:00:00-07:00 Los_Angeles,8.799333333969116kW
2023-07-28T03:00:00-07:00 Los_Angeles,9.178999781608582kW
2023-07-28T04:00:00-07:00 Los_Angeles,9.692666292190552kW
2023-07-28T05:00:00-07:00 Los_Angeles,9.245999813079834kW
2023-07-28T06:00:00-07:00 Los_Angeles,9.569833040237427kW
2023-07-28T07:00:00-07:00 Los_Angeles,27.525832414627075kW
2023-07-28T08:00:00-07:00 Los_Angeles,29.189666271209717kW
2023-07-28T09:00:00-07:00 Los_Angeles,27.224332809448242kW
2023-07-28T10:00:00-07:00 Los_Angeles,27.15733289718628kW
2023-07-28T11:00:00-07:00 Los_Angeles,27.671000003814697kW
2023-07-28T12:00:00-07:00 Los_Angeles,27.626333236694336kW
2023-07-28T13:00:00-07:00 Los_Angeles,27.771499633789062kW
2023-07-28T14:00:00-07:00 Los_Angeles,27.804999351501465kW
2023-07-28T15:00:00-07:00 Los_Angeles,27.592832565307617kW
2023-07-28T16:00:00-07:00 Los_Angeles,27.280166625976562kW
2023-07-28T17:00:00-07:00 Los_Angeles,27.782666206359863kW
2023-07-28T18:00:00-07:00 Los_Angeles,27.894333362579346kW
2023-07-28T19:00:00-07:00 Los_Angeles,27.123833179473877kW
2023-07-28T20:00:00-07:00 Los_Angeles,25.90666675567627kW
2023-07-28T21:00:00-07:00 Los_Angeles,25.76149892807007kW
2023-07-28T22:00:00-07:00 Los_Angeles,20.245166063308716kW
2023-07-28T23:00:00-07:00 Los_Angeles,9.335333347320557kW
2023-07-29T00:00:00-07:00 Los_Angeles,9.93833327293396kW
2023-07-29T01:00:00-07:00 Los_Angeles,9.212499976158142kW
2023-07-29T02:00:00-07:00 Los_Angeles,9.368833065032959kW
2023-07-29T03:00:00-07:00 Los_Angeles,8.933333158493042kW
2023-07-29T04:00:00-07:00 Los_Angeles,9.178999662399292kW
2023-07-29T05:00:00-07:00 Los_Angeles,8.721166610717773kW
2023-07-29T06:00:00-07:00 Los_Angeles,9.045000076293945kW
2023-07-29T07:00:00-07:00 Los_Angeles,8.709999799728394kW
2023-07-29T08:00:00-07:00 Los_Angeles,9.469333171844482kW
2023-07-29T09:00:00-07:00 Los_Angeles,8.922166466712952kW
2023-07-29T10:00:00-07:00 Los_Angeles,10.072333335876465kW
2023-07-29T11:00:00-07:00 Los_Angeles,9.781999826431274kW
2023-07-29T12:00:00-07:00 Los_Angeles,9.893666505813599kW
2023-07-29T13:00:00-07:00 Los_Angeles,9.067333459854126kW
2023-07-29T14:00:00-07:00 Los_Angeles,9.625666379928589kW
2023-07-29T15:00:00-07:00 Los_Angeles,9.882499933242798kW
2023-07-29T16:00:00-07:00 Los_Angeles,9.781999826431274kW
2023-07-29T17:00:00-07:00 Los_Angeles,9.815499782562256kW
2023-07-29T18:00:00-07:00 Los_Angeles,10.496666431427002kW
2023-07-29T19:00:00-07:00 Los_Angeles,10.96566653251648kW
2023-07-29T20:00:00-07:00 Los_Angeles,10.150499820709229kW
2023-07-29T21:00:00-07:00 Los_Angeles,9.257166385650635kW
2023-07-29T22:00:00-07:00 Los_Angeles,10.16166639328003kW
2023-07-29T23:00:00-07:00 Los_Angeles,8.698832988739014kW
2023-07-30T00:00:00-07:00 Los_Angeles,9.614499807357788kW
2023-07-30T01:00:00-07:00 Los_Angeles,8.777000188827515kW
2023-07-30T02:00:00-07:00 Los_Angeles,9.033833026885986kW
2023-07-30T03:00:00-07:00 Los_Angeles,8.520166397094727kW
2023-07-30T04:00:00-07:00 Los_Angeles,8.899833083152771kW
2023-07-30T05:00:00-07:00 Los_Angeles,8.922166466712952kW
2023-07-30T06:00:00-07:00 Los_Angeles,8.542499899864197kW
2023-07-30T07:00:00-07:00 Los_Angeles,9.357666492462158kW
2023-07-30T08:00:00-07:00 Los_Angeles,10.139333248138428kW
2023-07-30T09:00:00-07:00 Los_Angeles,9.480499744415283kW
2023-07-30T10:00:00-07:00 Los_Angeles,9.580999612808228kW
2023-07-30T11:00:00-07:00 Los_Angeles,9.69266653060913kW
2023-07-30T12:00:00-07:00 Los_Angeles,9.91599988937378kW
2023-07-30T13:00:00-07:00 Los_Angeles,10.452000141143799kW
2023-07-30T14:00:00-07:00 Los_Angeles,10.4631667137146kW
2023-07-30T15:00:00-07:00 Los_Angeles,10.697666645050049kW
2023-07-30T16:00:00-07:00 Los_Angeles,10.597166538238525kW
2023-07-30T17:00:00-07:00 Los_Angeles,10.273333072662354kW
2023-07-30T18:00:00-07:00 Los_Angeles,9.837832927703857kW
2023-07-30T19:00:00-07:00 Los_Angeles,9.067332983016968kW
2023-07-30T20:00:00-07:00 Los_Angeles,9.62566614151001kW
2023-07-30T21:00:00-07:00 Los_Angeles,9.603332996368408kW
2023-07-30T22:00:00-07:00 Los_Angeles,9.737333059310913kW
2023-07-30T23:00:00-07:00 Los_Angeles,9.547499656677246kW
2023-07-31T00:00:00-07:00 Los_Angeles,9.123166561126709kW
2023-07-31T01:00:00-07:00 Los_Angeles,9.190166711807251kW
2023-07-31T02:00:00-07:00 Los_Angeles,9.625666618347168kW
2023-07-31T03:00:00-07:00 Los_Angeles,9.15666651725769kW
2023-07-31T04:00:00-07:00 Los_Angeles,8.866333365440369kW
2023-07-31T05:00:00-07:00 Los_Angeles,9.62566614151001kW
2023-07-31T06:00:00-07:00 Los_Angeles,9.41349983215332kW
2023-07-31T07:00:00-07:00 Los_Angeles,34.38216590881348kW
2023-07-31T08:00:00-07:00 Los_Angeles,37.754499435424805kW
2023-07-31T09:00:00-07:00 Los_Angeles,33.555832862854004kW
2023-07-31T10:00:00-07:00 Los_Angeles,32.31633281707764kW
2023-07-31T11:00:00-07:00 Los_Angeles,31.15500020980835kW
2023-07-31T12:00:00-07:00 Los_Angeles,31.06566619873047kW
2023-07-31T13:00:00-07:00 Los_Angeles,29.926666736602783kW
2023-07-31T14:00:00-07:00 Los_Angeles,29.613999843597412kW
2023-07-31T15:00:00-07:00 Los_Angeles,28.876999855041504kW
2023-07-31T16:00:00-07:00 Los_Angeles,28.709499835968018kW
2023-07-31T17:00:00-07:00 Los_Angeles,27.603999614715576kW
2023-07-31T18:00:00-07:00 Los_Angeles,27.52583360671997kW
2023-07-31T19:00:00-07:00 Los_Angeles,26.263999462127686kW
2023-07-31T20:00:00-07:00 Los_Angeles,25.83966588973999kW
2023-07-31T21:00:00-07:00 Los_Angeles,25.81733226776123kW
2023-07-31T22:00:00-07:00 Los_Angeles,22.110000133514404kW
2023-07-31T23:00:00-07:00 Los_Angeles,10.117000102996826kW
2023-08-01T00:00:00-07:00 Los_Angeles,8.698833227157593kW
2023-08-01T01:00:00-07:00 Los_Angeles,9.625666737556458kW
2023-08-01T02:00:00-07:00 Los_Angeles,8.87749981880188kW
2023-08-01T03:00:00-07:00 Los_Angeles,9.469332933425903kW
2023-08-01T04:00:00-07:00 Los_Angeles,9.067333221435547kW
2023-08-01T05:00:00-07:00 Los_Angeles,9.13433313369751kW
2023-08-01T06:00:00-07:00 Los_Angeles,9.312999844551086kW
2023-08-01T07:00:00-07:00 Los_Angeles,28.72066640853882kW
2023-08-01T08:00:00-07:00 Los_Angeles,31.791499614715576kW
2023-08-01T09:00:00-07:00 Los_Angeles,26.88933277130127kW
2023-08-01T10:00:00-07:00 Los_Angeles,27.324832916259766kW
2023-08-01T11:00:00-07:00 Los_Angeles,28.49733257293701kW
2023-08-01T12:00:00-07:00 Los_Angeles,27.93899965286255kW
2023-08-01T13:00:00-07:00 Los_Angeles,28.061833381652832kW
2023-08-01T14:00:00-07:00 Los_Angeles,27.50349998474121kW
2023-08-01T15:00:00-07:00 Los_Angeles,27.15733289718628kW
2023-08-01T16:00:00-07:00 Los_Angeles,28.843499183654785kW
2023-08-01T17:00:00-07:00 Los_Angeles,29.926666736602783kW
2023-08-01T18:00:00-07:00 Los_Angeles,28.8211669921875kW
2023-08-01T19:00:00-07:00 Los_Angeles,27.637499809265137kW
2023-08-01T20:00:00-07:00 Los_Angeles,26.63249969482422kW
2023-08-01T21:00:00-07:00 Los_Angeles,25.660999298095703kW
2023-08-01T22:00:00-07:00 Los_Angeles,19.675666332244873kW
2023-08-01T23:00:00-07:00 Los_Angeles,9.111999750137329kW
2023-08-02T00:00:00-07:00 Los_Angeles,8.676500082015991kW
2023-08-02T01:00:00-07:00 Los_Angeles,9.223666667938232kW
2023-08-02T02:00:00-07:00 Los_Angeles,8.989166259765625kW
2023-08-02T03:00:00-07:00 Los_Angeles,8.609500050544739kW
2023-08-02T04:00:00-07:00 Los_Angeles,8.709999799728394kW
2023-08-02T05:00:00-07:00 Los_Angeles,8.944499731063843kW
2023-08-02T06:00:00-07:00 Los_Angeles,9.12316644191742kW
2023-08-02T07:00:00-07:00 Los_Angeles,28.564333200454712kW
2023-08-02T08:00:00-07:00 Los_Angeles,30.953999519348145kW
2023-08-02T09:00:00-07:00 Los_Angeles,28.151166439056396kW
2023-08-02T10:00:00-07:00 Los_Angeles,28.26283311843872kW
2023-08-02T11:00:00-07:00 Los_Angeles,27.51466655731201kW
2023-08-02T12:00:00-07:00 Los_Angeles,27.96133279800415kW
2023-08-02T13:00:00-07:00 Los_Angeles,28.374499797821045kW
2023-08-02T14:00:00-07:00 Los_Angeles,27.44766616821289kW
2023-08-02T15:00:00-07:00 Los_Angeles,26.94516658782959kW
2023-08-02T16:00:00-07:00 Los_Angeles,28.02833318710327kW
2023-08-02T17:00:00-07:00 Los_Angeles,27.872000217437744kW
2023-08-02T18:00:00-07:00 Los_Angeles,28.944000244140625kW
2023-08-02T19:00:00-07:00 Los_Angeles,27.458832263946533kW
2023-08-02T20:00:00-07:00 Los_Angeles,25.85083293914795kW
2023-08-02T21:00:00-07:00 Los_Angeles,25.392999172210693kW
2023-08-02T22:00:00-07:00 Los_Angeles,20.490833282470703kW
2023-08-02T23:00:00-07:00 Los_Angeles,9.234833598136902kW
2023-08-03T00:00:00-07:00 Los_Angeles,9.324166774749756kW
2023-08-03T01:00:00-07:00 Los_Angeles,8.88866639137268kW
2023-08-03T02:00:00-07:00 Los_Angeles,8.88866651058197kW
2023-08-03T03:00:00-07:00 Los_Angeles,8.240999937057495kW
2023-08-03T04:00:00-07:00 Los_Angeles,8.709999799728394kW
2023-08-03T05:00:00-07:00 Los_Angeles,8.788166642189026kW
2023-08-03T06:00:00-07:00 Los_Angeles,8.62066650390625kW
2023-08-03T07:00:00-07:00 Los_Angeles,26.710666179656982kW
