Timestamp,Bren Hall HVAC Elec Meter hvac elec power
2023-07-01T23:00:00-07:00 Los_Angeles,9.4246666431427kW
2023-07-02T00:00:00-07:00 Los_Angeles,9.603333473205566kW
2023-07-02T01:00:00-07:00 Los_Angeles,8.899833083152771kW
2023-07-02T02:00:00-07:00 Los_Angeles,9.714999914169312kW
2023-07-02T03:00:00-07:00 Los_Angeles,8.877500057220459kW
2023-07-02T04:00:00-07:00 Los_Angeles,8.776999950408936kW
2023-07-02T05:00:00-07:00 Los_Angeles,8.899833083152771kW
2023-07-02T06:00:00-07:00 Los_Angeles,8.60949981212616kW
2023-07-02T07:00:00-07:00 Los_Angeles,9.40233325958252kW
2023-07-02T08:00:00-07:00 Los_Angeles,9.726166486740112kW
2023-07-02T09:00:00-07:00 Los_Angeles,9.14549994468689kW
2023-07-02T10:00:00-07:00 Los_Angeles,9.536333322525024kW
2023-07-02T11:00:00-07:00 Los_Angeles,9.212499856948853kW
2023-07-02T12:00:00-07:00 Los_Angeles,9.592166662216187kW
2023-07-02T13:00:00-07:00 Los_Angeles,9.536333322525024kW
2023-07-02T14:00:00-07:00 Los_Angeles,9.759666204452515kW
2023-07-02T15:00:00-07:00 Los_Angeles,10.608333349227905kW
2023-07-02T16:00:00-07:00 Los_Angeles,10.139333248138428kW
2023-07-02T17:00:00-07:00 Los_Angeles,9.860166311264038kW
2023-07-02T18:00:00-07:00 Los_Angeles,11.02150011062622kW
2023-07-02T19:00:00-07:00 Los_Angeles,11.021499633789062kW
2023-07-02T20:00:00-07:00 Los_Angeles,10.340333461761475kW
2023-07-02T21:00:00-07:00 Los_Angeles,8.598333358764648kW
2023-07-02T22:00:00-07:00 Los_Angeles,9.12316644191742kW
2023-07-02T23:00:00-07:00 Los_Angeles,8.441999793052673kW
2023-07-03T00:00:00-07:00 Los_Angeles,8.508999943733215kW
2023-07-03T01:00:00-07:00 Los_Angeles,8.63183343410492kW
2023-07-03T02:00:00-07:00 Los_Angeles,8.207499980926514kW
2023-07-03T03:00:00-07:00 Los_Angeles,8.732333421707153kW
2023-07-03T04:00:00-07:00 Los_Angeles,8.676499962806702kW
2023-07-03T05:00:00-07:00 Los_Angeles,8.464333176612854kW
2023-07-03T06:00:00-07:00 Los_Angeles,8.665333032608032kW
2023-07-03T07:00:00-07:00 Los_Angeles,25.560499668121338kW
2023-07-03T08:00:00-07:00 Los_Angeles,25.236666202545166kW
2023-07-03T09:00:00-07:00 Los_Angeles,22.835833072662354kW
2023-07-03T10:00:00-07:00 Los_Angeles,22.880499839782715kW
2023-07-03T11:00:00-07:00 Los_Angeles,23.22666597366333kW
2023-07-03T12:00:00-07:00 Los_Angeles,23.215499877929688kW
2023-07-03T13:00:00-07:00 Los_Angeles,22.95866632461548kW
2023-07-03T14:00:00-07:00 Los_Angeles,23.52816677093506kW
2023-07-03T15:00:00-07:00 Los_Angeles,23.740333080291748kW
2023-07-03T16:00:00-07:00 Los_Angeles,23.170833110809326kW
2023-07-03T17:00:00-07:00 Los_Angeles,23.5169997215271kW
2023-07-03T18:00:00-07:00 Los_Angeles,25.83966636657715kW
2023-07-03T19:00:00-07:00 Los_Angeles,24.734166145324707kW
2023-07-03T20:00:00-07:00 Los_Angeles,22.913999557495117kW
2023-07-03T21:00:00-07:00 Los_Angeles,21.808499813079834kW
2023-07-03T22:00:00-07:00 Los_Angeles,18.235166549682617kW
2023-07-03T23:00:00-07:00 Los_Angeles,8.587166786193848kW
2023-07-04T00:00:00-07:00 Los_Angeles,7.85016667842865kW
2023-07-04T01:00:00-07:00 Los_Angeles,8.330333352088928kW
2023-07-04T02:00:00-07:00 Los_Angeles,8.263333439826965kW
2023-07-04T03:00:00-07:00 Los_Angeles,8.33033311367035kW
2023-07-04T04:00:00-07:00 Los_Angeles,8.263333201408386kW
2023-07-04T05:00:00-07:00 Los_Angeles,8.3861665725708kW
2023-07-04T06:00:00-07:00 Los_Angeles,8.430833220481873kW
2023-07-04T07:00:00-07:00 Los_Angeles,23.204333305358887kW
2023-07-04T08:00:00-07:00 Los_Angeles,24.84583330154419kW
2023-07-04T09:00:00-07:00 Los_Angeles,22.087666034698486kW
2023-07-04T10:00:00-07:00 Los_Angeles,22.098832607269287kW
2023-07-04T11:00:00-07:00 Los_Angeles,22.534332752227783kW
2023-07-04T12:00:00-07:00 Los_Angeles,21.998332977294922kW
2023-07-04T13:00:00-07:00 Los_Angeles,22.400333404541016kW
2023-07-04T14:00:00-07:00 Los_Angeles,21.98716640472412kW
2023-07-04T15:00:00-07:00 Los_Angeles,21.98716640472412kW
2023-07-04T16:00:00-07:00 Los_Angeles,22.389166355133057kW
2023-07-04T17:00:00-07:00 Los_Angeles,22.612500190734863kW
2023-07-04T18:00:00-07:00 Los_Angeles,23.07033348083496kW
2023-07-04T19:00:00-07:00 Los_Angeles,23.0145001411438kW
2023-07-04T20:00:00-07:00 Los_Angeles,21.640999794006348kW
2023-07-04T21:00:00-07:00 Los_Angeles,20.758832931518555kW
2023-07-04T22:00:00-07:00 Los_Angeles,16.772332906723022kW
2023-07-04T23:00:00-07:00 Los_Angeles,7.872499942779541kW
2023-07-05T00:00:00-07:00 Los_Angeles,8.274499893188477kW
2023-07-05T01:00:00-07:00 Los_Angeles,8.196333289146423kW
2023-07-05T02:00:00-07:00 Los_Angeles,8.028833270072937kW
2023-07-05T03:00:00-07:00 Los_Angeles,8.687666654586792kW
2023-07-05T04:00:00-07:00 Los_Angeles,8.330333232879639kW
2023-07-05T05:00:00-07:00 Los_Angeles,8.330333352088928kW
2023-07-05T06:00:00-07:00 Los_Angeles,8.843999743461609kW
2023-07-05T07:00:00-07:00 Los_Angeles,25.15849995613098kW
2023-07-05T08:00:00-07:00 Los_Angeles,27.347166538238525kW
2023-07-05T09:00:00-07:00 Los_Angeles,24.153499603271484kW
2023-07-05T10:00:00-07:00 Los_Angeles,23.126165866851807kW
2023-07-05T11:00:00-07:00 Los_Angeles,21.864333152770996kW
2023-07-05T12:00:00-07:00 Los_Angeles,22.132332801818848kW
2023-07-05T13:00:00-07:00 Los_Angeles,23.137332916259766kW
2023-07-05T14:00:00-07:00 Los_Angeles,23.58400058746338kW
2023-07-05T15:00:00-07:00 Los_Angeles,23.729166507720947kW
2023-07-05T16:00:00-07:00 Los_Angeles,24.231666088104248kW
2023-07-05T17:00:00-07:00 Los_Angeles,23.80733346939087kW
2023-07-05T18:00:00-07:00 Los_Angeles,25.66099977493286kW
2023-07-05T19:00:00-07:00 Los_Angeles,23.885499477386475kW
2023-07-05T20:00:00-07:00 Los_Angeles,22.45616626739502kW
2023-07-05T21:00:00-07:00 Los_Angeles,21.4399995803833kW
2023-07-05T22:00:00-07:00 Los_Angeles,16.24750018119812kW
2023-07-05T23:00:00-07:00 Los_Angeles,8.252166867256165kW
2023-07-06T00:00:00-07:00 Los_Angeles,8.408499836921692kW
2023-07-06T01:00:00-07:00 Los_Angeles,8.576000094413757kW
2023-07-06T02:00:00-07:00 Los_Angeles,7.984166741371155kW
2023-07-06T03:00:00-07:00 Los_Angeles,8.341499924659729kW
2023-07-06T04:00:00-07:00 Los_Angeles,8.240999937057495kW
2023-07-06T05:00:00-07:00 Los_Angeles,8.196333527565002kW
2023-07-06T06:00:00-07:00 Los_Angeles,8.196333408355713kW
2023-07-06T07:00:00-07:00 Los_Angeles,23.56166696548462kW
2023-07-06T08:00:00-07:00 Los_Angeles,24.466166019439697kW
2023-07-06T09:00:00-07:00 Los_Angeles,22.188166618347168kW
2023-07-06T10:00:00-07:00 Los_Angeles,22.377999782562256kW
2023-07-06T11:00:00-07:00 Los_Angeles,23.23783302307129kW
2023-07-06T12:00:00-07:00 Los_Angeles,23.01449966430664kW
2023-07-06T13:00:00-07:00 Los_Angeles,22.634833335876465kW
2023-07-06T14:00:00-07:00 Los_Angeles,23.706833362579346kW
2023-07-06T15:00:00-07:00 Los_Angeles,23.215499877929688kW
2023-07-06T16:00:00-07:00 Los_Angeles,24.06416654586792kW
2023-07-06T17:00:00-07:00 Los_Angeles,24.678333282470703kW
2023-07-06T18:00:00-07:00 Los_Angeles,25.426499843597412kW
2023-07-06T19:00:00-07:00 Los_Angeles,24.421499729156494kW
2023-07-06T20:00:00-07:00 Los_Angeles,22.679499626159668kW
2023-07-06T21:00:00-07:00 Los_Angeles,21.618666172027588kW
2023-07-06T22:00:00-07:00 Los_Angeles,18.157000064849854kW
2023-07-06T23:00:00-07:00 Los_Angeles,8.397333264350891kW
2023-07-07T00:00:00-07:00 Los_Angeles,8.196333289146423kW
2023-07-07T01:00:00-07:00 Los_Angeles,8.341500043869019kW
2023-07-07T02:00:00-07:00 Los_Angeles,8.07349979877472kW
2023-07-07T03:00:00-07:00 Los_Angeles,9.100833415985107kW
2023-07-07T04:00:00-07:00 Los_Angeles,10.161666631698608kW
2023-07-07T05:00:00-07:00 Los_Angeles,10.105833292007446kW
2023-07-07T06:00:00-07:00 Los_Angeles,9.9048330783844kW
2023-07-07T07:00:00-07:00 Los_Angeles,26.185832500457764kW
2023-07-07T08:00:00-07:00 Los_Angeles,25.370666027069092kW
2023-07-07T09:00:00-07:00 Los_Angeles,23.57283306121826kW
2023-07-07T10:00:00-07:00 Los_Angeles,21.495832920074463kW
2023-07-07T11:00:00-07:00 Los_Angeles,22.21049976348877kW
2023-07-07T12:00:00-07:00 Los_Angeles,21.730332851409912kW
2023-07-07T13:00:00-07:00 Los_Angeles,22.110000133514404kW
2023-07-07T14:00:00-07:00 Los_Angeles,22.913999557495117kW
2023-07-07T15:00:00-07:00 Los_Angeles,22.813499927520752kW
2023-07-07T16:00:00-07:00 Los_Angeles,23.23783302307129kW
2023-07-07T17:00:00-07:00 Los_Angeles,24.488499641418457kW
2023-07-07T18:00:00-07:00 Los_Angeles,25.035666942596436kW
2023-07-07T19:00:00-07:00 Los_Angeles,24.60016632080078kW
2023-07-07T20:00:00-07:00 Los_Angeles,22.657166957855225kW
2023-07-07T21:00:00-07:00 Los_Angeles,21.841999530792236kW
2023-07-07T22:00:00-07:00 Los_Angeles,16.649499893188477kW
2023-07-07T23:00:00-07:00 Los_Angeles,8.732333660125732kW
2023-07-08T00:00:00-07:00 Los_Angeles,8.553666591644287kW
2023-07-08T01:00:00-07:00 Los_Angeles,8.263333320617676kW
2023-07-08T02:00:00-07:00 Los_Angeles,8.832833170890808kW
2023-07-08T03:00:00-07:00 Los_Angeles,8.252166748046875kW
2023-07-08T04:00:00-07:00 Los_Angeles,8.676499962806702kW
2023-07-08T05:00:00-07:00 Los_Angeles,8.453166484832764kW
2023-07-08T06:00:00-07:00 Los_Angeles,8.35266649723053kW
2023-07-08T07:00:00-07:00 Los_Angeles,8.732333183288574kW
2023-07-08T08:00:00-07:00 Los_Angeles,8.888666868209839kW
2023-07-08T09:00:00-07:00 Los_Angeles,8.63183307647705kW
2023-07-08T10:00:00-07:00 Los_Angeles,9.268333196640015kW
2023-07-08T11:00:00-07:00 Los_Angeles,9.648000001907349kW
2023-07-08T12:00:00-07:00 Los_Angeles,9.871332883834839kW
2023-07-08T13:00:00-07:00 Los_Angeles,9.022666454315186kW
2023-07-08T14:00:00-07:00 Los_Angeles,9.011499881744385kW
2023-07-08T15:00:00-07:00 Los_Angeles,9.65916657447815kW
2023-07-08T16:00:00-07:00 Los_Angeles,9.804333209991455kW
2023-07-08T17:00:00-07:00 Los_Angeles,9.279499769210815kW
2023-07-08T18:00:00-07:00 Los_Angeles,10.943333387374878kW
2023-07-08T19:00:00-07:00 Los_Angeles,10.887500047683716kW
2023-07-08T20:00:00-07:00 Los_Angeles,10.22866702079773kW
2023-07-08T21:00:00-07:00 Los_Angeles,8.453166484832764kW
2023-07-08T22:00:00-07:00 Los_Angeles,9.089666485786438kW
2023-07-08T23:00:00-07:00 Los_Angeles,8.341499924659729kW
2023-07-09T00:00:00-07:00 Los_Angeles,8.263333320617676kW
2023-07-09T01:00:00-07:00 Los_Angeles,8.553666710853577kW
2023-07-09T02:00:00-07:00 Los_Angeles,8.263333439826965kW
2023-07-09T03:00:00-07:00 Los_Angeles,8.777000069618225kW
2023-07-09T04:00:00-07:00 Los_Angeles,8.430833220481873kW
2023-07-09T05:00:00-07:00 Los_Angeles,8.575999855995178kW
2023-07-09T06:00:00-07:00 Los_Angeles,8.776999831199646kW
2023-07-09T07:00:00-07:00 Los_Angeles,8.933333396911621kW
2023-07-09T08:00:00-07:00 Los_Angeles,8.687666535377502kW
2023-07-09T09:00:00-07:00 Los_Angeles,8.721166372299194kW
2023-07-09T10:00:00-07:00 Los_Angeles,8.821666479110718kW
2023-07-09T11:00:00-07:00 Los_Angeles,8.989166498184204kW
2023-07-09T12:00:00-07:00 Los_Angeles,8.8551664352417kW
2023-07-09T13:00:00-07:00 Los_Angeles,8.910999655723572kW
2023-07-09T14:00:00-07:00 Los_Angeles,9.301833152770996kW
2023-07-09T15:00:00-07:00 Los_Angeles,8.508999824523926kW
2023-07-09T16:00:00-07:00 Los_Angeles,9.111999750137329kW
2023-07-09T17:00:00-07:00 Los_Angeles,9.033833265304565kW
2023-07-09T18:00:00-07:00 Los_Angeles,9.14549970626831kW
2023-07-09T19:00:00-07:00 Los_Angeles,9.246000289916992kW
2023-07-09T20:00:00-07:00 Los_Angeles,9.246000289916992kW
2023-07-09T21:00:00-07:00 Los_Angeles,9.246000289916992kW
2023-07-09T22:00:00-07:00 Los_Angeles,""
2023-07-09T23:00:00-07:00 Los_Angeles,""
2023-07-10T00:00:00-07:00 Los_Angeles,""
2023-07-10T01:00:00-07:00 Los_Angeles,""
2023-07-10T02:00:00-07:00 Los_Angeles,""
2023-07-10T03:00:00-07:00 Los_Angeles,""
2023-07-10T04:00:00-07:00 Los_Angeles,""
2023-07-10T05:00:00-07:00 Los_Angeles,""
2023-07-10T06:00:00-07:00 Los_Angeles,""
2023-07-10T07:00:00-07:00 Los_Angeles,""
2023-07-10T08:00:00-07:00 Los_Angeles,""
2023-07-10T09:00:00-07:00 Los_Angeles,""
2023-07-10T10:00:00-07:00 Los_Angeles,24.343333562215168kW
2023-07-10T11:00:00-07:00 Los_Angeles,24.81233310699463kW
2023-07-10T12:00:00-07:00 Los_Angeles,25.281332969665527kW
2023-07-10T13:00:00-07:00 Los_Angeles,25.6051664352417kW
2023-07-10T14:00:00-07:00 Los_Angeles,25.471166610717773kW
2023-07-10T15:00:00-07:00 Los_Angeles,25.34833335876465kW
2023-07-10T16:00:00-07:00 Los_Angeles,25.415332317352295kW
2023-07-10T17:00:00-07:00 Los_Angeles,24.968666076660156kW
2023-07-10T18:00:00-07:00 Los_Angeles,26.040666580200195kW
2023-07-10T19:00:00-07:00 Los_Angeles,25.046833038330078kW
2023-07-10T20:00:00-07:00 Los_Angeles,23.416499614715576kW
2023-07-10T21:00:00-07:00 Los_Angeles,22.45616579055786kW
2023-07-10T22:00:00-07:00 Los_Angeles,18.02300000190735kW
2023-07-10T23:00:00-07:00 Los_Angeles,8.207499980926514kW
2023-07-11T00:00:00-07:00 Los_Angeles,8.776999831199646kW
2023-07-11T01:00:00-07:00 Los_Angeles,8.576000094413757kW
2023-07-11T02:00:00-07:00 Los_Angeles,8.475500106811523kW
2023-07-11T03:00:00-07:00 Los_Angeles,8.732333183288574kW
2023-07-11T04:00:00-07:00 Los_Angeles,8.11816692352295kW
2023-07-11T05:00:00-07:00 Los_Angeles,8.62066662311554kW
2023-07-11T06:00:00-07:00 Los_Angeles,8.442000031471252kW
2023-07-11T07:00:00-07:00 Los_Angeles,24.644832849502563kW
2023-07-11T08:00:00-07:00 Los_Angeles,25.482332706451416kW
2023-07-11T09:00:00-07:00 Los_Angeles,22.824666500091553kW
2023-07-11T10:00:00-07:00 Los_Angeles,24.05299997329712kW
2023-07-11T11:00:00-07:00 Los_Angeles,24.84583330154419kW
2023-07-11T12:00:00-07:00 Los_Angeles,24.29866647720337kW
2023-07-11T13:00:00-07:00 Los_Angeles,24.265166759490967kW
2023-07-11T14:00:00-07:00 Los_Angeles,23.170833110809326kW
2023-07-11T15:00:00-07:00 Los_Angeles,23.114999294281006kW
2023-07-11T16:00:00-07:00 Los_Angeles,23.059166431427002kW
2023-07-11T17:00:00-07:00 Los_Angeles,24.477333068847656kW
2023-07-11T18:00:00-07:00 Los_Angeles,25.270166397094727kW
2023-07-11T19:00:00-07:00 Los_Angeles,23.729166507720947kW
2023-07-11T20:00:00-07:00 Los_Angeles,22.456166744232178kW
2023-07-11T21:00:00-07:00 Los_Angeles,21.77500009536743kW
2023-07-11T22:00:00-07:00 Los_Angeles,16.50433313846588kW
2023-07-11T23:00:00-07:00 Los_Angeles,8.922166585922241kW
2023-07-12T00:00:00-07:00 Los_Angeles,8.229833245277405kW
2023-07-12T01:00:00-07:00 Los_Angeles,8.877500176429749kW
2023-07-12T02:00:00-07:00 Los_Angeles,8.977999925613403kW
2023-07-12T03:00:00-07:00 Los_Angeles,9.603333234786987kW
2023-07-12T04:00:00-07:00 Los_Angeles,9.212499856948853kW
2023-07-12T05:00:00-07:00 Los_Angeles,9.737333297729492kW
2023-07-12T06:00:00-07:00 Los_Angeles,9.268333196640015kW
2023-07-12T07:00:00-07:00 Los_Angeles,24.53316617012024kW
2023-07-12T08:00:00-07:00 Los_Angeles,25.191999435424805kW
2023-07-12T09:00:00-07:00 Los_Angeles,23.86316680908203kW
2023-07-12T10:00:00-07:00 Los_Angeles,24.443833351135254kW
2023-07-12T11:00:00-07:00 Los_Angeles,25.31483268737793kW
2023-07-12T12:00:00-07:00 Los_Angeles,24.443832874298096kW
2023-07-12T13:00:00-07:00 Los_Angeles,22.813499450683594kW
2023-07-12T14:00:00-07:00 Los_Angeles,23.69566583633423kW
2023-07-12T15:00:00-07:00 Los_Angeles,23.76266622543335kW
2023-07-12T16:00:00-07:00 Los_Angeles,23.885499477386475kW
2023-07-12T17:00:00-07:00 Los_Angeles,24.53316640853882kW
2023-07-12T18:00:00-07:00 Los_Angeles,24.499666690826416kW
2023-07-12T19:00:00-07:00 Los_Angeles,24.119999408721924kW
2023-07-12T20:00:00-07:00 Los_Angeles,22.48966646194458kW
2023-07-12T21:00:00-07:00 Los_Angeles,21.741499423980713kW
2023-07-12T22:00:00-07:00 Los_Angeles,15.432332873344421kW
2023-07-12T23:00:00-07:00 Los_Angeles,8.765833139419556kW
2023-07-13T00:00:00-07:00 Los_Angeles,9.39116644859314kW
2023-07-13T01:00:00-07:00 Los_Angeles,8.36383318901062kW
2023-07-13T02:00:00-07:00 Los_Angeles,9.435833215713501kW
2023-07-13T03:00:00-07:00 Los_Angeles,9.223666667938232kW
2023-07-13T04:00:00-07:00 Los_Angeles,9.112000465393066kW
2023-07-13T05:00:00-07:00 Los_Angeles,9.112000226974487kW
2023-07-13T06:00:00-07:00 Los_Angeles,9.112000226974487kW
2023-07-13T07:00:00-07:00 Los_Angeles,24.923999786376953kW
2023-07-13T08:00:00-07:00 Los_Angeles,25.795000076293945kW
2023-07-13T09:00:00-07:00 Los_Angeles,24.577833652496338kW
2023-07-13T10:00:00-07:00 Los_Angeles,25.884333610534668kW
2023-07-13T11:00:00-07:00 Los_Angeles,""
2023-07-13T12:00:00-07:00 Los_Angeles,24.242833137512207kW
2023-07-13T13:00:00-07:00 Los_Angeles,24.29866647720337kW
2023-07-13T14:00:00-07:00 Los_Angeles,25.024499893188477kW
2023-07-13T15:00:00-07:00 Los_Angeles,24.466166496276855kW
2023-07-13T16:00:00-07:00 Los_Angeles,24.544333457946777kW
2023-07-13T17:00:00-07:00 Los_Angeles,26.085333347320557kW
2023-07-13T18:00:00-07:00 Los_Angeles,26.732999801635742kW
2023-07-13T19:00:00-07:00 Los_Angeles,26.007166862487793kW
2023-07-13T20:00:00-07:00 Los_Angeles,23.918999671936035kW
2023-07-13T21:00:00-07:00 Los_Angeles,22.277499675750732kW
2023-07-13T22:00:00-07:00 Los_Angeles,18.168166637420654kW
2023-07-13T23:00:00-07:00 Los_Angeles,9.469332933425903kW
2023-07-14T00:00:00-07:00 Los_Angeles,9.525166511535645kW
2023-07-14T01:00:00-07:00 Los_Angeles,9.078499794006348kW
2023-07-14T02:00:00-07:00 Los_Angeles,9.1343332529068kW
2023-07-14T03:00:00-07:00 Los_Angeles,9.469333171844482kW
2023-07-14T04:00:00-07:00 Los_Angeles,9.335333347320557kW
2023-07-14T05:00:00-07:00 Los_Angeles,9.379999876022339kW
2023-07-14T06:00:00-07:00 Los_Angeles,9.324166536331177kW
2023-07-14T07:00:00-07:00 Los_Angeles,25.33716607093811kW
2023-07-14T08:00:00-07:00 Los_Angeles,25.92899990081787kW
2023-07-14T09:00:00-07:00 Los_Angeles,23.60633373260498kW
2023-07-14T10:00:00-07:00 Los_Angeles,24.678332805633545kW
2023-07-14T11:00:00-07:00 Los_Angeles,24.81233310699463kW
2023-07-14T12:00:00-07:00 Los_Angeles,24.55549907684326kW
2023-07-14T13:00:00-07:00 Los_Angeles,24.220499515533447kW
2023-07-14T14:00:00-07:00 Los_Angeles,24.37683343887329kW
2023-07-14T15:00:00-07:00 Los_Angeles,24.142333030700684kW
2023-07-14T16:00:00-07:00 Los_Angeles,24.700665950775146kW
2023-07-14T17:00:00-07:00 Los_Angeles,25.538166046142578kW
2023-07-14T18:00:00-07:00 Los_Angeles,25.66099977493286kW
2023-07-14T19:00:00-07:00 Los_Angeles,25.63866662979126kW
2023-07-14T20:00:00-07:00 Los_Angeles,24.198166370391846kW
2023-07-14T21:00:00-07:00 Los_Angeles,22.958666801452637kW
2023-07-14T22:00:00-07:00 Los_Angeles,17.364166259765625kW
2023-07-14T23:00:00-07:00 Los_Angeles,8.944499850273132kW
2023-07-15T00:00:00-07:00 Los_Angeles,9.312999725341797kW
2023-07-15T01:00:00-07:00 Los_Angeles,8.721166372299194kW
2023-07-15T02:00:00-07:00 Los_Angeles,9.245999813079834kW
2023-07-15T03:00:00-07:00 Los_Angeles,8.899833083152771kW
2023-07-15T04:00:00-07:00 Los_Angeles,9.37999963760376kW
2023-07-15T05:00:00-07:00 Los_Angeles,9.257166385650635kW
2023-07-15T06:00:00-07:00 Los_Angeles,8.654166460037231kW
2023-07-15T07:00:00-07:00 Los_Angeles,8.955666542053223kW
2023-07-15T08:00:00-07:00 Los_Angeles,9.692666292190552kW
2023-07-15T09:00:00-07:00 Los_Angeles,9.569833040237427kW
2023-07-15T10:00:00-07:00 Los_Angeles,9.759666442871094kW
2023-07-15T11:00:00-07:00 Los_Angeles,9.837833404541016kW
2023-07-15T12:00:00-07:00 Los_Angeles,9.815500020980835kW
2023-07-15T13:00:00-07:00 Los_Angeles,9.737333059310913kW
2023-07-15T14:00:00-07:00 Los_Angeles,9.257166385650635kW
2023-07-15T15:00:00-07:00 Los_Angeles,9.324166536331177kW
2023-07-15T16:00:00-07:00 Los_Angeles,8.821666479110718kW
2023-07-15T17:00:00-07:00 Los_Angeles,10.396166324615479kW
2023-07-15T18:00:00-07:00 Los_Angeles,10.9656662940979kW
2023-07-15T19:00:00-07:00 Los_Angeles,11.043833255767822kW
2023-07-15T20:00:00-07:00 Los_Angeles,10.507833242416382kW
2023-07-15T21:00:00-07:00 Los_Angeles,9.536333084106445kW
2023-07-15T22:00:00-07:00 Los_Angeles,9.458166122436523kW
2023-07-15T23:00:00-07:00 Los_Angeles,9.335333347320557kW
2023-07-16T00:00:00-07:00 Los_Angeles,9.056166648864746kW
2023-07-16T01:00:00-07:00 Los_Angeles,9.44700002670288kW
2023-07-16T02:00:00-07:00 Los_Angeles,9.223666667938232kW
2023-07-16T03:00:00-07:00 Los_Angeles,9.1566663980484kW
2023-07-16T04:00:00-07:00 Los_Angeles,9.056166648864746kW
2023-07-16T05:00:00-07:00 Los_Angeles,8.776999950408936kW
2023-07-16T06:00:00-07:00 Los_Angeles,9.234833002090454kW
2023-07-16T07:00:00-07:00 Los_Angeles,9.056166887283325kW
2023-07-16T08:00:00-07:00 Los_Angeles,9.815499782562256kW
2023-07-16T09:00:00-07:00 Los_Angeles,9.703833103179932kW
2023-07-16T10:00:00-07:00 Los_Angeles,10.46316647529602kW
2023-07-16T11:00:00-07:00 Los_Angeles,10.585999727249146kW
2023-07-16T12:00:00-07:00 Los_Angeles,9.93833303451538kW
2023-07-16T13:00:00-07:00 Los_Angeles,10.496666193008423kW
2023-07-16T14:00:00-07:00 Los_Angeles,9.703832864761353kW
2023-07-16T15:00:00-07:00 Los_Angeles,9.703833103179932kW
2023-07-16T16:00:00-07:00 Los_Angeles,9.100833415985107kW
2023-07-16T17:00:00-07:00 Los_Angeles,9.592166423797607kW
2023-07-16T18:00:00-07:00 Los_Angeles,10.920999765396118kW
2023-07-16T19:00:00-07:00 Los_Angeles,10.898666620254517kW
2023-07-16T20:00:00-07:00 Los_Angeles,10.373832941055298kW
2023-07-16T21:00:00-07:00 Los_Angeles,9.335333347320557kW
2023-07-16T22:00:00-07:00 Los_Angeles,9.65916633605957kW
2023-07-16T23:00:00-07:00 Los_Angeles,9.111999988555908kW
2023-07-17T00:00:00-07:00 Los_Angeles,9.212499618530273kW
2023-07-17T01:00:00-07:00 Los_Angeles,9.234833240509033kW
2023-07-17T02:00:00-07:00 Los_Angeles,9.190166473388672kW
2023-07-17T03:00:00-07:00 Los_Angeles,9.759666442871094kW
2023-07-17T04:00:00-07:00 Los_Angeles,9.502833127975464kW
2023-07-17T05:00:00-07:00 Los_Angeles,9.748499870300293kW
2023-07-17T06:00:00-07:00 Los_Angeles,9.491666316986084kW
2023-07-17T07:00:00-07:00 Los_Angeles,31.434165954589844kW
2023-07-17T08:00:00-07:00 Los_Angeles,31.489999294281006kW
2023-07-17T09:00:00-07:00 Los_Angeles,26.48733377456665kW
2023-07-17T10:00:00-07:00 Los_Angeles,26.978666305541992kW
2023-07-17T11:00:00-07:00 Los_Angeles,26.978666305541992kW
2023-07-17T12:00:00-07:00 Los_Angeles,26.353333473205566kW
2023-07-17T13:00:00-07:00 Los_Angeles,26.208166122436523kW
2023-07-17T14:00:00-07:00 Los_Angeles,26.241666316986084kW
2023-07-17T15:00:00-07:00 Los_Angeles,26.93399953842163kW
2023-07-17T16:00:00-07:00 Los_Angeles,26.487333297729492kW
2023-07-17T17:00:00-07:00 Los_Angeles,26.63249969482422kW
2023-07-17T18:00:00-07:00 Los_Angeles,26.766499519348145kW
2023-07-17T19:00:00-07:00 Los_Angeles,25.70566701889038kW
2023-07-17T20:00:00-07:00 Los_Angeles,23.47233295440674kW
2023-07-17T21:00:00-07:00 Los_Angeles,22.634832859039307kW
2023-07-17T22:00:00-07:00 Los_Angeles,18.681833267211914kW
2023-07-17T23:00:00-07:00 Los_Angeles,9.65916657447815kW
2023-07-18T00:00:00-07:00 Los_Angeles,8.821666479110718kW
2023-07-18T01:00:00-07:00 Los_Angeles,9.42466652393341kW
2023-07-18T02:00:00-07:00 Los_Angeles,9.089666485786438kW
2023-07-18T03:00:00-07:00 Los_Angeles,9.067333221435547kW
2023-07-18T04:00:00-07:00 Los_Angeles,9.513999938964844kW
2023-07-18T05:00:00-07:00 Los_Angeles,9.279499769210815kW
2023-07-18T06:00:00-07:00 Los_Angeles,8.843999743461609kW
2023-07-18T07:00:00-07:00 Los_Angeles,27.72683310508728kW
2023-07-18T08:00:00-07:00 Los_Angeles,26.57666540145874kW
2023-07-18T09:00:00-07:00 Los_Angeles,24.75649929046631kW
2023-07-18T10:00:00-07:00 Los_Angeles,24.991000175476074kW
2023-07-18T11:00:00-07:00 Los_Angeles,25.035666942596436kW
2023-07-18T12:00:00-07:00 Los_Angeles,24.421500205993652kW
2023-07-18T13:00:00-07:00 Los_Angeles,23.918999195098877kW
2023-07-18T14:00:00-07:00 Los_Angeles,24.678332328796387kW
2023-07-18T15:00:00-07:00 Los_Angeles,25.169666290283203kW
2023-07-18T16:00:00-07:00 Los_Angeles,25.158499717712402kW
